Path,Canonical,Transcript,Error_GT
L2_arctic_WAV/ABA_arctic_b0324,"[30, 3, 36, 36, 6, 28, 4, 12, 36, 39, 5, 30, 36, 25, 2, 10, 12, 38, 29, 19, 6, 17, 6, 17, 4, 12, 33, 6, 38, 1, 16, 33, 19, 6, 27]","[30, 3, 36, 5, 28, 4, 12, 36, 39, 5, 30, 36, 25, 2, 34, 12, 38, 29, 19, 6, 17, 5, 17, 40, 12, 33, 6, 22, 1, 32, 33, 19, 6, 27]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0340,"[4, 25, 40, 27, 39, 6, 27, 28, 6, 36, 2, 28, 18, 8, 6, 40, 12, 38, 24, 1, 40, 39, 1, 34, 8, 33, 34, 2, 40, 12, 38, 18, 8, 6, 36, 37, 24, 6, 29]","[4, 6, 34, 27, 39, 6, 27, 28, 6, 36, 2, 21, 18, 8, 6, 34, 12, 38, 24, 21, 40, 39, 1, 34, 8, 33, 34, 2, 40, 12, 38, 13, 8, 6, 36, 37, 24, 5, 29]","[0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0]"
L2_arctic_WAV/ABA_arctic_b0348,"[39, 11, 17, 26, 37, 16, 25, 34, 41, 36, 2, 34, 22, 14, 6, 17, 39, 6, 4, 4, 41, 36, 39, 12, 30, 24, 12, 30, 17, 33, 2, 17, 10, 32, 3, 33, 36, 12, 38, 29, 25]","[39, 11, 17, 26, 37, 16, 25, 34, 41, 36, 2, 34, 22, 14, 6, 17, 39, 6, 4, 4, 41, 36, 39, 41, 30, 24, 12, 30, 17, 33, 2, 17, 10, 32, 3, 33, 36, 12, 38, 29, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0367,"[5, 30, 25, 41, 38, 1, 6, 18, 26, 12, 7, 22, 5, 28, 31, 11, 27, 41, 30, 36, 25, 35, 24, 6, 29, 34, 5, 28, 22, 6, 30, 2, 39, 25, 27]","[5, 30, 25, 41, 38, 1, 6, 35, 26, 12, 7, 27, 22, 5, 28, 31, 11, 27, 41, 30, 36, 25, 35, 24, 6, 29, 34, 5, 28, 22, 6, 30, 2, 39, 25, 27]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0413,"[24, 25, 29, 19, 6, 17, 6, 40, 14, 6, 1, 36, 37, 6, 34, 27, 19, 6, 32, 32, 19, 6, 30, 8, 33, 36, 37, 6, 30, 18, 8, 6, 32, 28, 5, 13, 1]","[24, 25, 29, 19, 6, 17, 6, 40, 14, 6, 1, 36, 37, 6, 34, 27, 19, 6, 16, 19, 6, 30, 8, 33, 36, 37, 6, 30, 13, 8, 6, 32, 28, 5, 13, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0424,"[6, 36, 6, 40, 2, 38, 5, 33, 25, 36, 5, 30, 2, 16, 2, 28, 24, 14, 6, 32, 3, 10, 2, 34, 2, 34, 2, 30, 17, 39, 6, 28, 16, 5, 33, 28, 11, 27, 6, 7, 6, 30, 36, 37]","[6, 36, 6, 40, 2, 38, 5, 33, 25, 36, 5, 30, 2, 16, 2, 28, 24, 14, 6, 32, 31, 11, 10, 2, 34, 2, 34, 2, 30, 17, 39, 6, 28, 16, 25, 33, 28, 11, 27, 6, 7, 27, 6, 30, 36, 37]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0425,"[4, 5, 33, 39, 1, 8, 33, 2, 30, 18, 23, 33, 25, 30, 23, 31, 11, 28, 17, 23, 33, 25, 30, 2, 30, 17, 2, 27, 3, 32, 1, 23, 33, 25, 30]","[4, 5, 21, 39, 21, 8, 33, 2, 30, 18, 23, 33, 25, 30, 23, 31, 11, 28, 17, 33, 25, 30, 2, 30, 17, 2, 27, 37, 32, 1, 27, 33, 25, 30]","[0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0428,"[4, 2, 24, 6, 34, 36, 1, 25, 12, 38, 14, 11, 33, 39, 5, 34, 36, 39, 1, 17, 22, 5, 33, 25, 7, 33, 19, 6, 34, 6, 40, 33, 6, 36, 2, 30, 6, 30, 6, 36]","[4, 2, 24, 5, 34, 36, 33, 25, 12, 38, 14, 11, 33, 39, 5, 34, 36, 39, 1, 17, 22, 5, 21, 25, 7, 23, 33, 19, 6, 34, 6, 40, 33, 6, 36, 2, 30, 5, 30, 5, 36]","[0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0]"
L2_arctic_WAV/ABA_arctic_b0432,"[24, 25, 6, 40, 19, 6, 27, 41, 30, 2, 17, 6, 36, 33, 14, 6, 40, 6, 7, 22, 33, 12, 29, 4, 2, 34, 1, 22, 27, 28, 41, 34, 36, 37, 14, 11, 33, 27, 28, 41, 34]","[24, 25, 6, 40, 19, 6, 27, 41, 30, 2, 17, 6, 36, 33, 14, 6, 34, 6, 7, 27, 22, 33, 12, 29, 4, 2, 34, 21, 22, 27, 28, 3, 34, 36, 37, 14, 11, 21, 27, 28, 3, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0]"
L2_arctic_WAV/ABA_arctic_b0433,"[39, 25, 3, 33, 27, 11, 27, 6, 7, 8, 30, 4, 12, 27, 31, 11, 28, 34, 36, 31, 11, 38, 2, 30, 17, 8, 30, 4, 12, 8, 6, 28, 16, 1, 30, 1, 40]","[39, 25, 3, 33, 27, 11, 27, 6, 7, 27, 8, 30, 4, 12, 27, 31, 11, 28, 34, 36, 31, 11, 38, 2, 30, 17, 8, 30, 4, 12, 8, 6, 28, 32, 21, 30, 1, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1]"
L2_arctic_WAV/ABA_arctic_b0434,"[4, 2, 34, 36, 37, 1, 17, 24, 41, 40, 18, 12, 34, 36, 36, 5, 30, 17, 1, 17, 29, 25, 2, 33, 6, 34, 32, 5, 27, 36, 22, 2, 28, 16, 6, 36, 12, 38, 2, 17, 38, 14, 6, 34]","[4, 2, 34, 36, 25, 1, 17, 24, 41, 40, 13, 12, 34, 36, 36, 5, 30, 17, 1, 17, 29, 25, 2, 21, 6, 34, 32, 5, 27, 36, 22, 2, 28, 16, 6, 36, 8, 38, 41, 17, 38, 14, 6, 34]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0438,"[4, 19, 6, 33, 41, 30, 4, 2, 27, 2, 30, 37, 6, 30, 2, 30, 17, 27, 28, 14, 6, 29, 17, 4, 12, 24, 14, 6, 1, 10, 16, 41, 7, 27]","[4, 19, 6, 33, 12, 30, 40, 2, 27, 2, 30, 37, 6, 30, 2, 30, 17, 27, 28, 14, 6, 29, 17, 40, 12, 24, 14, 6, 21, 10, 16, 41, 7, 27]","[0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0444,"[24, 25, 17, 6, 17, 2, 30, 36, 30, 31, 11, 24, 39, 12, 36, 39, 5, 30, 36, 8, 30, 6, 30, 4, 12, 29, 14, 6, 30, 17, 40, 12, 38, 24, 6, 40, 34, 37, 32, 6, 33, 25, 1, 40]","[24, 25, 17, 6, 17, 2, 30, 36, 30, 31, 11, 24, 39, 12, 36, 39, 5, 30, 36, 8, 30, 6, 30, 40, 12, 29, 14, 6, 30, 17, 40, 12, 38, 24, 6, 40, 34, 37, 32, 6, 33, 25, 1, 40]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0452,"[4, 19, 6, 34, 8, 25, 35, 12, 4, 1, 22, 8, 33, 4, 2, 22, 1, 34, 36, 36, 14, 6, 29, 6, 30, 16, 8, 34, 36, 2, 30]","[4, 19, 6, 34, 31, 11, 6, 35, 12, 4, 1, 22, 8, 33, 4, 2, 22, 1, 34, 36, 36, 14, 6, 29, 6, 30, 32, 8, 34, 36, 2, 30]","[0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0455,"[24, 6, 40, 33, 6, 39, 8, 33, 17, 9, 11, 17, 24, 41, 38, 16, 6, 30, 32, 25, 34, 2, 30, 17, 33, 25, 32, 31, 11, 40]","[24, 6, 40, 33, 11, 39, 8, 33, 17, 9, 11, 17, 24, 41, 38, 32, 6, 30, 16, 25, 34, 2, 30, 17, 17, 25, 32, 31, 11, 34]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]"
L2_arctic_WAV/ABA_arctic_b0461,"[16, 14, 6, 38, 1, 35, 37, 12, 38, 4, 41, 36, 32, 14, 11, 1, 39, 25, 9, 41, 28, 33, 6, 29, 19, 6, 30, 6, 30, 32, 14, 11, 1]","[16, 14, 6, 2, 38, 1, 9, 37, 12, 38, 4, 41, 36, 32, 14, 11, 1, 39, 25, 9, 41, 28, 21, 6, 29, 19, 6, 30, 6, 30, 32, 14, 11, 1]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0469,"[38, 5, 33, 25, 22, 26, 37, 32, 25, 32, 2, 28, 30, 37, 12, 38, 4, 2, 5, 23, 40, 6, 34, 36, 2, 30, 34, 12, 38, 4, 6, 34, 28, 8]","[38, 5, 33, 25, 22, 26, 37, 32, 25, 16, 2, 21, 30, 26, 37, 12, 38, 4, 2, 5, 23, 40, 6, 34, 36, 2, 30, 34, 12, 38, 4, 6, 34, 28, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0490,"[24, 39, 12, 36, 2, 30, 6, 27, 34, 14, 6, 36, 6, 17, 24, 39, 6, 34, 32, 1, 6, 7, 2, 30, 17, 27, 2, 30, 22, 1, 6, 7, 36, 11, 27, 32, 28, 19, 6, 34]","[24, 39, 12, 36, 2, 30, 6, 27, 34, 14, 6, 36, 6, 17, 24, 39, 6, 34, 32, 1, 6, 7, 27, 2, 30, 17, 27, 2, 30, 22, 1, 6, 7, 23, 36, 11, 27, 32, 28, 19, 6, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0492,"[4, 12, 34, 24, 25, 36, 1, 30, 17, 4, 2, 36, 5, 30, 2, 36, 34, 2, 30, 17, 18, 3, 33, 23, 2, 30, 12, 38, 34, 14, 6, 27, 3, 28, 2, 18, 25, 16, 41, 27, 8, 30, 29, 25]","[40, 37, 34, 24, 25, 36, 1, 30, 2, 17, 4, 2, 36, 5, 30, 2, 36, 34, 2, 30, 17, 13, 3, 33, 23, 2, 30, 12, 38, 34, 14, 6, 27, 3, 28, 2, 13, 25, 32, 41, 27, 8, 30, 29, 25]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0494,"[30, 5, 38, 1, 34, 31, 11, 34, 36, 33, 19, 6, 30, 18, 2, 32, 33, 3, 22, 2, 36, 27, 19, 6, 29, 12, 32, 36, 37, 18, 1, 37, 34, 2, 28, 2, 29]","[30, 5, 38, 1, 34, 31, 11, 34, 36, 33, 19, 6, 30, 18, 2, 32, 33, 31, 11, 22, 2, 36, 27, 19, 6, 29, 12, 32, 36, 37, 13, 37, 34, 28, 2, 29]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0495,"[39, 25, 24, 37, 24, 41, 38, 6, 30, 17, 11, 33, 17, 34, 31, 11, 29, 12, 35, 9, 11, 33, 28, 25, 27, 41, 30, 6, 30, 17, 11, 33, 2, 28, 6, 36, 2, 28, 29, 8, 33]","[39, 25, 24, 37, 24, 41, 38, 6, 30, 17, 11, 33, 17, 34, 31, 11, 29, 12, 35, 9, 11, 33, 28, 25, 27, 41, 30, 6, 30, 17, 11, 33, 2, 28, 6, 36, 2, 28, 29, 8]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/ABA_arctic_b0503,"[4, 12, 34, 5, 30, 36, 34, 12, 38, 34, 36, 33, 19, 6, 30, 18, 38, 5, 18, 2, 36, 19, 6, 9, 2, 30, 16, 28, 37, 8, 22, 4, 2, 36, 33, 3, 32, 6, 27, 28, 41, 30, 17]","[4, 12, 34, 5, 30, 36, 34, 12, 38, 34, 36, 33, 19, 6, 30, 18, 38, 6, 18, 2, 36, 19, 6, 9, 2, 30, 16, 28, 37, 8, 22, 40, 2, 36, 33, 3, 16, 6, 27, 28, 41, 30, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/ABA_arctic_b0504,"[4, 12, 28, 14, 6, 22, 4, 5, 33, 39, 3, 40, 24, 5, 28, 10, 22, 2, 28, 2, 30, 17, 41, 10, 28, 5, 36, 6, 27, 16, 12, 36, 36, 37, 18, 37, 38, 2, 30, 14, 6, 28]","[4, 12, 28, 14, 6, 22, 4, 5, 33, 39, 3, 40, 24, 5, 21, 10, 22, 2, 28, 2, 30, 17, 41, 10, 2, 28, 5, 36, 6, 27, 16, 12, 36, 36, 37, 13, 37, 38, 2, 30, 14, 6, 28]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0506,"[6, 36, 39, 11, 17, 24, 5, 28, 32, 36, 37, 36, 14, 6, 17, 29, 25, 2, 28, 8, 7, 2, 30, 36, 6, 28, 14, 6, 23, 3, 36, 34, 36, 5, 17, 25, 6, 29, 32, 28, 8, 6, 29, 2, 30, 36]","[6, 36, 39, 11, 17, 24, 5, 28, 32, 36, 37, 36, 14, 6, 17, 29, 25, 2, 28, 8, 7, 27, 2, 30, 36, 6, 21, 14, 6, 23, 3, 36, 34, 36, 5, 17, 25, 6, 29, 32, 28, 8, 6, 29, 2, 30, 36]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0518,"[16, 12, 36, 4, 5, 33, 39, 8, 40, 8, 28, 34, 31, 11, 36, 8, 27, 12, 38, 39, 6, 35, 27, 33, 41, 22, 36, 6, 30, 4, 2, 38, 6, 28, 6, 18]","[16, 12, 36, 4, 5, 33, 39, 8, 40, 8, 28, 34, 36, 8, 27, 12, 38, 39, 6, 35, 27, 33, 41, 22, 36, 6, 30, 4, 2, 38, 6, 28, 6, 18]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0534,"[14, 6, 28, 36, 5, 28, 26, 37, 4, 12, 28, 14, 6, 16, 33, 5, 33, 25, 2, 30, 34, 5, 17, 39, 6, 10, 2, 16, 33, 14, 6, 36, 2, 30, 6, 7, 22, 19, 6, 34]","[14, 6, 28, 36, 6, 21, 26, 37, 40, 12, 28, 14, 6, 32, 33, 5, 33, 25, 2, 30, 34, 5, 17, 39, 6, 40, 2, 32, 33, 14, 6, 36, 2, 30, 6, 7, 27, 22, 19, 6, 34]","[0, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/ABA_arctic_b0538,"[41, 36, 4, 12, 16, 5, 34, 36, 4, 19, 6, 39, 1, 30, 5, 34, 2, 34, 5, 33, 25, 41, 27, 34, 5, 34, 1, 25, 40]","[41, 36, 4, 12, 16, 5, 34, 36, 4, 19, 6, 39, 21, 30, 5, 34, 2, 34, 5, 33, 25, 41, 27, 34, 5, 34, 21, 25, 34]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1]"
L2_arctic_WAV/SKA_arctic_a0003,"[22, 8, 33, 4, 2, 36, 39, 5, 30, 36, 25, 6, 10, 36, 14, 6, 29, 4, 2, 36, 25, 38, 30, 6, 7, 4, 2, 36, 37, 29, 5, 30, 9, 11, 27, 24, 41, 30, 17, 40]","[22, 8, 33, 4, 2, 36, 39, 5, 30, 36, 25, 30, 10, 36, 14, 6, 29, 4, 5, 36, 25, 38, 30, 6, 7, 4, 2, 36, 37, 29, 5, 30, 9, 11, 27, 24, 41, 30, 17, 40]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0005,"[39, 6, 28, 39, 25, 5, 38, 1, 22, 8, 33, 23, 5, 36, 6, 36]","[39, 5, 28, 39, 25, 5, 38, 1, 22, 8, 33, 23, 5, 36, 6]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/SKA_arctic_a0006,"[23, 3, 17, 16, 28, 5, 34, 2, 29, 14, 6, 24, 31, 11, 32, 14, 6, 39, 6, 28, 23, 31, 11, 3, 30, 34, 25, 6, 7, 4, 5, 29, 22, 1, 5, 38, 1]","[23, 3, 17, 16, 2, 28, 5, 34, 2, 29, 14, 6, 24, 8, 16, 14, 6, 39, 6, 28, 23, 8, 3, 30, 34, 25, 6, 7, 23, 4, 5, 29, 22, 1, 5, 38, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0007,"[41, 30, 17, 26, 37, 8, 28, 39, 25, 40, 39, 3, 30, 36, 36, 2, 34, 25, 6, 36, 6, 30, 4, 2, 34, 11, 32, 1, 28, 2, 36, 6, 38, 17, 6, 23, 33, 25]","[41, 30, 17, 26, 37, 8, 28, 39, 25, 40, 39, 3, 30, 36, 36, 2, 34, 25, 6, 36, 6, 30, 4, 2, 34, 11, 16, 1, 28, 19, 6, 36, 6, 38, 17, 6, 23, 33, 25]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0008,"[23, 41, 17, 26, 11, 33, 28, 5, 36, 1, 27, 19, 6, 29, 18, 12, 34, 36, 6, 30, 36, 14, 6, 29]","[23, 41, 17, 26, 11, 28, 5, 36, 2, 33, 27, 5, 29, 13, 12, 34, 36, 6, 30, 36, 14, 6, 29]","[0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0010,"[14, 6, 29, 32, 28, 19, 6, 6, 7, 2, 34, 6, 7, 23, 2, 28, 24, 41, 30, 17, 6, 30, 39, 12, 36, 28, 11, 27, 34, 28, 14, 6, 27, 2, 28, 37, 40, 6, 7, 23, 19, 6, 29]","[14, 6, 29, 16, 28, 19, 6, 6, 7, 2, 34, 6, 7, 23, 2, 28, 24, 41, 30, 17, 6, 30, 39, 12, 36, 28, 11, 27, 34, 28, 14, 6, 27, 2, 28, 37, 40, 6, 7, 23, 23, 5, 29]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0]"
L2_arctic_WAV/SKA_arctic_a0011,"[6, 22, 14, 6, 5, 38, 1, 30, 25, 17, 6, 17, 2, 22, 14, 6, 36, 1, 6, 30, 29, 14, 6, 28, 14, 6, 22, 14, 6, 30, 25, 17, 39, 12, 30, 30, 14, 11]","[6, 22, 14, 6, 6, 38, 1, 30, 25, 17, 6, 17, 2, 22, 14, 6, 36, 1, 6, 30, 29, 14, 6, 28, 14, 6, 22, 14, 6, 30, 25, 17, 39, 12, 30, 30, 14, 11]","[0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0013,"[24, 25, 39, 2, 40, 2, 24, 5, 17, 9, 8, 33, 36, 1, 4, 41, 30, 24, 6, 40, 27, 2, 29, 32, 41, 30, 26, 2, 30, 12, 38, 8, 28, 29, 31, 11, 34, 36, 17, 5, 28, 2, 27, 2, 36, 22, 2, 40, 25, 27]","[24, 25, 39, 2, 40, 2, 24, 5, 17, 35, 8, 33, 36, 1, 4, 41, 30, 24, 6, 40, 27, 2, 29, 16, 41, 30, 26, 2, 30, 12, 38, 3, 28, 29, 31, 11, 34, 36, 17, 5, 28, 2, 27, 2, 36, 22, 2, 40, 25, 27]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0018,"[4, 5, 33, 39, 8, 40, 2, 35, 19, 6, 30, 18, 30, 14, 11]","[4, 5, 33, 39, 8, 40, 2, 35, 5, 30, 18, 2, 30, 14, 11]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0]"
L2_arctic_WAV/SKA_arctic_a0019,"[14, 6, 22, 3, 28, 31, 11, 17, 4, 2, 28, 14, 6, 30, 12, 38, 4, 12, 32, 33, 2, 32, 31, 11, 40, 17, 33, 19, 6, 28, 33, 31, 11, 17, 28, 11, 27, 6, 7, 22, 8, 33, 35, 41, 30, 34, 6, 40]","[14, 6, 22, 3, 28, 8, 17, 4, 2, 28, 19, 6, 30, 12, 38, 4, 12, 16, 33, 2, 16, 8, 40, 12, 28, 33, 19, 6, 28, 8, 17, 28, 11, 27, 6, 7, 23, 22, 8, 33, 35, 41, 30, 34, 6, 34]","[0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1]"
L2_arctic_WAV/SKA_arctic_a0020,"[27, 28, 12, 16, 40, 41, 30, 17, 16, 8, 28, 40, 41, 30, 17, 34, 6, 36, 25, 40, 23, 33, 37, 36, 37, 16, 25, 31, 11, 30, 28, 25, 29, 5, 29, 1, 25, 40]","[27, 28, 12, 16, 40, 41, 30, 17, 16, 8, 28, 40, 41, 30, 17, 34, 6, 36, 25, 40, 23, 33, 37, 36, 37, 16, 25, 8, 30, 28, 25, 29, 5, 29, 1, 25, 40]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0]"
