Path,Canonical,Transcript
L2_arctic_WAV/YBAA_arctic_a0104,S i w A z s l i p_h I N V n d 3` h I z p_h r/ @ t_h E k_h S @ n { z s w i t_h l i E z @ tS a I l d,S i w A z s l i b I N V n d 3` h I z p_h r/ o U t_h E k_h S @ n { z s w i t_h l i E z @ tS a I l d
L2_arctic_WAV/YBAA_arctic_a0105,o U n l i I t_h I z s o U w V n d 3` f @ l s o U O l m o U s t_h I m p_h A s @ b @ l t_h u b I l i v,o U n l i I t_h s s o U w V n d 3` f u l s o U O l m o U s t_h I m p_h A z @ b E l t_h u b I l i v
L2_arctic_WAV/YBAA_arctic_a0106,D i I m o U S @ n w I tS S i h { d s @ p_h r/ E s t_h b 3` s t_h f O r/ T n a U I n @ tS o U k_h I N s A b,D i I m o U S @ n w I tS S i h { d s @ b r/ E s t_h b V s t_h f O r/ T n a U I n @ tS o U k_h I N s A b
L2_arctic_WAV/YBAA_arctic_a0107,I f j u o U n l i k_h U d n o U h a U a I T { N k_h j u,I f j u o U n l i k_h U d n o U h a U a I T { N k_h j u
L2_arctic_WAV/YBAA_arctic_a0108,h i w e I d I d I n t_h @ D @ E dZ @ v D @ w O t_h 3` { n d b I g { n s k_h r/ V b I N h I m s E l f,h i w e I d I d I n t_h @ D @ E dZ @ v D I w O t_h 3` { n d b I g { n s k_h r/ V b I N h I m s E l f
L2_arctic_WAV/YBAA_arctic_a0109,d u j u n o U D { t_h j u A r/ S e I k_h I N m a I k_h A n f @ d @ n s I n j u,d u j u n o U D { t_h j u A r/ S e I k_h I N m a I k_h A n f I d @ n s I n j u
L2_arctic_WAV/YBAA_arctic_a0111,I n s t_h E d h i dZ O I n d h 3` r/ { n d D e I e I t_h l a I k_h t_h u h V N g r/ i tS I l d r/ @ n,I n s t_h E d h i dZ O I n d h E r/ { n d D e I e I t_h l a I k_h t_h u h V N g r/ i tS I l d r/ @ n
L2_arctic_WAV/YBAA_arctic_a0112,h i w A z w u n d @ d I n D @ A r/ m,h i w A z w O n d @ d I n D @ A m
L2_arctic_WAV/YBAA_arctic_a0113,a I s @ p_h o U z j u p_h I k_h t_h D { t_h l I N g o U V p_h @ m V N D i I n d i @ n z,a I s @ b o U z j u b I k_h t_h D { t_h l I N g o U V p_h @ m O N D i I n d i @ n s
L2_arctic_WAV/YBAA_arctic_a0115,h i h { d n o U I k_h s k_h j u z f O r/ D @ f i l I N z w I tS w 3` r/ 3` a U z d I n h I m,h i h { d n o U I k_h s i k_h j u z f O r/ D @ f i l I N z w I tS w 3` r/ 3` o U z d I n h I m
L2_arctic_WAV/YBAA_arctic_a0116,w O z I t_h D @ r/ A n d I v u V v D o U z h u w 3` s t_h r/ a I v I N t_h u w 3` r/ k_h h I z r/ u @ n,w O z I t_h D @ r/ { n d I v u O f D o U z h u w 3` s t_h r/ a I v I N t_h u w O r/ k_h h I z r/ u n
L2_arctic_WAV/YBAA_arctic_a0117,S i { d @ d w I D dZ E n j @ w @ n s I m p_h @ T i I n h 3` r/ f e I s { n d v O I s,S i { d @ d w I D dZ i n u w @ n s I m p_h @ T i I n h E r/ f e I s { n d v O I s
L2_arctic_WAV/YBAA_arctic_a0120,m a I r/ a I t_h f U t_h f i l z l a I k_h V v @ tS a I n i z d E b j @ t_h A n t_h,m a I r/ a I t_h f U t_h f i l z l a I k_h O f @ tS a I n i z d E b u t_h A n t_h
L2_arctic_WAV/YBAA_arctic_a0121,D e I e I t_h d I n 3` { t_h D @ f I f T { n d r/ E s t_h @ d f O r/ t_h u a U 3` z,D e I e I t_h d I n 3` { t_h D E f I f T { n d r/ E s t_h @ d f O r/ t_h u a U 3` s
L2_arctic_WAV/YBAA_arctic_a0122,t_h u j 3` z @ g o U a I g e I v V p_h s I v @ l I z e I S @ n f O r/ D I s,t_h u j 3` z @ g o U a I g e I v V p_h s I v @ l I z e I S @ n f O r/ D I s
L2_arctic_WAV/YBAA_arctic_a0123,S i h { d d a I d f r/ V m k_h o U l d { n d s t_h A r/ v e I S @ n,S i h { d d a I d f r/ V m k_h o U l d { n d s t_h A r/ v e I S @ n
L2_arctic_WAV/YBAA_arctic_a0125,h i w O z d I t_h 3` m @ n d n a U t_h u m e I n t_h e I n @ m O r/ s 3` t_h @ n h o U l d @ p_h A n h I m s E l f,h i w O z d I t_h 3` m @ n d n a U t_h u m e I n t_h e I n @ m O r/ s 3` t_h @ n h o U l d @ b A n h I m s E l f
L2_arctic_WAV/YBAA_arctic_a0126,i tS d e I S i b i k_h e I m @ m O r/ v a I t_h @ l p_h A r/ t_h @ v h I m,i tS d e I S i b i k_h e I m @ m O r/ v e I t_h @ l p_h A r/ t_h @ v h I m
L2_arctic_WAV/YBAA_arctic_a0127,I t_h w A z @ t_h E m t_h e I S @ n b V t_h h i r/ I z I s t_h I d I t_h,I t_h w A z @ t_h E m t_h e I S @ n b V t_h h i r/ I z I s t_h I d E t_h
L2_arctic_WAV/YBAA_arctic_a0128,D I s w V n h o U p_h w A z d I s t_h r/ O I d { z k_h w I k_h l i { z I t_h w A z b O r/ n,D I s w V n h o U p_h w A z d I s t_h r/ O I d { z k_h w I k_h l i { z I t_h w A z b O r/ n
L2_arctic_WAV/YBAA_arctic_a0129,h 3` r/ f e I s w O z @ g E n s t_h h I z b r/ E s t_h,h E r/ f e I s w O z @ g E n s t_h h I z b r/ E s t_h
L2_arctic_WAV/YBAA_arctic_a0130,S i w O z h I z n a U f 3` E v 3`,S i w O z h I z n a U f 3` E v 3`
L2_arctic_WAV/YBAA_arctic_a0131,p_h r/ A v @ d @ n s h { d d I l I v 3` d h I m T r/ u D @ m e I l s t_h r/ @ m,p_h r/ o U v @ d @ n s h { d d I l I v 3` d h I m T r/ u D @ m e I l s t_h r/ @ m
L2_arctic_WAV/YBAA_arctic_a0134,h i o U b e I d D @ p_h r/ E S 3` r/ V v h 3` r/ h { n d,h i o U b e I d D @ p_h r/ E S A r/ O f h E r/ h { n d
L2_arctic_WAV/YBAA_arctic_a0136,@ b a U t_h h I m E v r/ i w E r/ w 3` r/ D @ E v @ d @ n s @ z V v l V g Z 3` i { n d V v e I dZ,@ b a U t_h h I m E v r/ i w E r/ w E r/ D @ E v @ d @ n s @ z O f l V g Z 3` i { n d V v e I dZ
L2_arctic_WAV/YBAA_arctic_a0137,D E n h i s t_h E p_h t_h b { k_h w I D @ l o U k_h r/ a I V v p_h l E Z 3`,D E n h i s t_h E p_h t_h b { k_h w I D @ l o U k_h r/ a I V v p_h l E Z 3`
L2_arctic_WAV/YBAA_arctic_a0139,h i t_h o U l d h I m s E l f D { t_h h i w A S t_h h I m s E l f @ n d g r/ u m d h I z d I S E v @ l d k_h l o U D z,h i t_h o U l d h I m s E l f D { t_h h i w o U S t_h h I m s E l f @ n d g r/ u m d h I z d I S @ f @ l d g l o U t_h s
L2_arctic_WAV/YBAA_arctic_a0159,D e I l U k_h { z D o U h i h { d b I n d r/ V m I N @ p_h i { n o U O l h I z l a I f,D e I l U k_h { z D o U h i h { d b I n d r/ V m I N g @ p_h i { n o U O l h I z l a I f
L2_arctic_WAV/BWC_arctic_a0003,f O r/ D @ t_h w E n t_h i I T t_h a I m D { t_h i v n I N D @ t_h u m E n S U k_h h { n z,f O d @ t_h w E n t_h i t_h a I m t_h { t_h i v n I N d @ t_h u m E n S U k_h h { n s
L2_arctic_WAV/BWC_arctic_a0005,w I l w i E v 3` f 3` g E t_h I t_h,w I l w i E v 3` f @ g { D I t_h
L2_arctic_WAV/BWC_arctic_a0006,g A d b l E s a I h o U p_h a I w I l g o U A n s i I N D E m f 3` E v 3`,g O b l E s d E m a I h o U p_h a I w I g o U A N s i I N d E m f w E v 3`
L2_arctic_WAV/BWC_arctic_a0007,{ n d j u O l w i z w O n t_h t_h u s i I t_h I n D @ s U p_h 3` l @ t_h I v d I g r/ i,{ n d j u O l w i s w O n t_h u s i I t_h I n d @ s j U p_h 3` l @ t_h I v d I g r/ i
L2_arctic_WAV/BWC_arctic_a0008,g { d j O r/ l E t_h 3` k_h e I m dZ V s t_h I n t_h a I m,g A d j O r/ l E t_h h 3` k_h E m tS V s I n t_h a I m
L2_arctic_WAV/BWC_arctic_a0010,@ m p_h l e I I N @ s I N g @ l h { n d I n w V t_h l U k_h s l a I k_h @ l u z I N g e I m,@ m p_h l e I I N @ s I N g @ h { n I n w V l U k_h s l a I k_h @ l O s I N g E m
L2_arctic_WAV/BWC_arctic_a0011,I f a I E v 3` n i d I d @ f a I t_h 3` I n m a I l a I f a I n i d w V n n a U,I f A E v 3` n i d I @ f a I t_h 3` I n m A l a I f a I n i w V n n a U
L2_arctic_WAV/BWC_arctic_a0013,h i w V z @ h E d S O r/ t_h 3` D { n h I z k_h @ m p_h { n j @ n V v O l m o U s t_h d E l @ k_h @ t_h f @ z i k_h,h i w V s @ h { S O t_h 3` t_h { h I s k_h @ m p_h { n j @ V f O l m O s d { l @ k_h E t_h f I z I k_h
L2_arctic_WAV/BWC_arctic_a0018,D E r/ w O z @ tS e I n dZ n a U,d E w O s @ tS E n tS n a U
L2_arctic_WAV/BWC_arctic_a0019,a I f A l o U d D @ l a I n V v D V p_h r/ @ p_h o U z d r/ e I l r/ o U d l U k_h I N f O r/ tS { n s @ z,a I f O l O d d @ l a I n V f d V p_h r/ A p_h 3` s r/ i l r/ o U l U k_h I N f O tS { n s
L2_arctic_WAV/BWC_arctic_a0020,k_h l V b z { n d b O l z @ n d s I t_h i z g r/ u t_h u b i o U n l i m E m 3` i z,k_h l V f s { n b O l s @ n s I t_h i s g r/ u t_h u b i o U n l i m { m 3` i s
L2_arctic_WAV/BWC_arctic_a0021,I t_h f E r/ l i k_h l V b d m i I n t_h u r/ E k_h @ g n a I z I N I t_h,I t_h f E r/ l i r/ I k_h l V b d m i I n t_h u r/ E k_h @ g n a I z I N I
L2_arctic_WAV/BWC_arctic_a0022,h A r/ d l i w 3` a U r/ p_h l { n z m e I d p_h V b l I k_h b I f O r/ w i w 3` m E t_h b a I p_h a U 3` f @ l A p_h @ z I S @ n,h A r/ d l i w 3` a U @ p_h l { n s m e I p_h V b l I b I f O w i w 3` m i t_h b a I p_h a U 3` f @ l O p_h @ z I S @ n
L2_arctic_WAV/BWC_arctic_a0023,@ k_h A m b @ n e I S @ n V v k_h @ n e I d i @ n k_h { p_h @ t_h @ l k_h w I k_h l i O r/ g @ n a I z d { n d p_h @ t_h I S @ n d f O r/ D @ s e I m p_h r/ I v I l I dZ I z,@ k_h A m v @ n E S @ n V f k_h @ n { d i @ n k_h { p_h @ t_h @ l k_h w I k_h l i O r/ g @ n a I s { n p_h @ t_h i S @ n d f O D @ s E m p_h r/ I v I l e I tS
L2_arctic_WAV/BWC_arctic_a0024,I t_h w O z m a I r/ i p_h O r/ t_h s f r/ V m D @ n O r/ T w I tS tS i f l i I n d u s t_h p_h i p_h @ l t_h u b a I,I w O s m a I r/ i p_h O r/ t_h s f r/ V m D @ n O V T w I tS tS i f l i I n d j u s t_h p_h i p_h @ l t_h u b a I
L2_arctic_WAV/BWC_arctic_a0025,a I w V z @ b a U t_h t_h u d u D I s w E n k_h u l 3` dZ V dZ m @ n t_h p_h r/ i v e I l d,A w V s @ b a U t_h u d u D I s w E n k_h u l 3` dZ V g m @ n t_h p_h r/ i v E l d
L2_arctic_WAV/BWC_arctic_a0026,I t_h @ k_h 3` d t_h u m i D { t_h D E r/ w U d h { v t_h u b i { n @ k_h a U n t_h I N,I t_h @ k_h 3` d t_h u m i D { D E r/ w U h { v t_h u b i { n @ k_h A n t_h I N
L2_arctic_WAV/BWC_arctic_a0027,t_h u m a I s 3` p_h r/ a I z h i b i g { n t_h u S o U { k_h S @ l I n T u z i { z @ m I n m a I f e I v 3`,t_h u m a I s @ p_h r/ a I s h i b i g { n t_h u S O { k_h tS @ I n T u z i { z @ m I n m a I f e I w 3`
L2_arctic_WAV/BWC_arctic_a0028,r/ A b 3` i b r/ a I b 3` i f r/ O d,r/ A b 3` i b r/ a I b 3` i f r/ O d
L2_arctic_WAV/BWC_arctic_a0029,D E r/ f O r/ s I z w 3` O r/ E d i m u v I N I n t_h u D @ n O r/ T k_h V n t_h r/ i,D I V f O r/ s I z w @ O r/ E d i m u v I N I n t_h u D @ n O r/ T k_h { n t_h r/ i
L2_arctic_WAV/BWC_arctic_a0030,a I h { d f e I T I n D E m,A h { d f e I T I n D E m
L2_arctic_WAV/BWC_arctic_a0031,D e I w 3` T r/ i h V n d 3` d j A r/ d z @ p_h A r/ t_h,D E w @ T r/ i h V n d 3` j A r/ d z @ p_h A r/ t_h
L2_arctic_WAV/BWC_arctic_a0032,s I n s D E n s V m m I s t_h I r/ i @ s f O r/ s h { z b I n f a I t_h I N V s { t_h E v 3` i s t_h E p_h,s I n s D E n s V m m I s t_h I r/ i @ f O r/ s h { s b I n f a I t_h I N V s { t_h E v 3` i s t_h E
L2_arctic_WAV/BWC_arctic_a0036,S i t_h 3` n d I n { t_h D @ h o U t_h E l,S i t_h 3` n d i n E n { D @ h O t_h E l
L2_arctic_WAV/BWC_arctic_a0037,a I w O z D @ o U n l i w V n h u r/ i m e I n d s I t_h I N,a I w O s D @ o U n l i w V n h u r/ i m a I n d E d s I t_h I N
L2_arctic_WAV/BWC_arctic_a0038,w i w I l h { v t_h u w O tS a U 3` tS { n s I z,w i w I V h { v t_h u w O tS a U 3` tS { n s I s
L2_arctic_WAV/BWC_arctic_a0039,D @ S I p_h S U d b i I n w I T I n @ w i k_h O r/ t_h E n d e I z,D @ S i p_h S U b i I n w I T I @ w i k_h O r/ t_h E n d e I s
L2_arctic_WAV/BWC_arctic_a0040,a I s @ p_h o U z j u w V n d 3` w a I S i I z k_h V m I N V p_h h i r/,a I s @ p_h o U s j u w V n 3` w a I S i I s k_h V m I V p_h h i r/
L2_arctic_WAV/BWC_arctic_a0041,m i n w a I l a I w I l g o U a U t_h t_h u b r/ i D @ s p_h E l,m i n w a I l a I w I l g o U a U t_h u b r/ i T @ s p_h E w
L2_arctic_WAV/BWC_arctic_a0042,h a U k_h U d h i I k_h s p_h l e I n h I z p_h @ z E S @ n V v D V s k_h E tS,h a U w U d S i I k_h s p_h l e I h I s p_h @ S E S @ n V v D V s k_h e I tS
L2_arctic_WAV/BWC_arctic_a0045,h i m u v d @ w e I { z k_h w a I @ t_h l i { z h i h { d k_h V m,h i m u d @ v e I { s k_h w I k_h l i { z h i h { v k_h V m
L2_arctic_WAV/BWC_arctic_a0046,D @ g 3` l f e I s t_h h I m h 3` a I z S a I n I N w I T s V d @ n f I r/,D @ g 3` f e I s t_h h I m h 3` a I z S I n I U w I T S a U d 3` f I r/
L2_arctic_WAV/BWC_arctic_a0047,k_h l o U z b i s a I d h I m g l i m d D V w a I t_h f { N z V v D V w U l f d O g,k_h l o U s b i s a I d h I m g l i m d D V w a I t_h f w A N g V f D V w U f d O g
L2_arctic_WAV/BWC_arctic_a0048,h i l U k_h t_h { t_h D V h { N k_h 3` tS I f m O r/ k_h l o U s l i,h i l U k_h t_h { D V h A N k_h 3` S I f m O k_h l o U s l i
L2_arctic_WAV/BWC_arctic_a0051,D @ l e I s w V z V v @ d E l @ k_h @ t_h a I v r/ i k_h O l 3` f e I n t_h l i t_h I n t_h I d w I D j E l o U,D @ f e I s w V s @ d E l @ k_h E t_h I v O i k_h O l 3` f e I n t_h l i t_h I n I d w I T j E l o U
L2_arctic_WAV/BWC_arctic_a0052,I t_h w V z @ k_h j U r/ i @ s k_h o U I n s I d @ n s,I w V s @ k_h j U r/ i @ s k_h O I n s I d E n s
L2_arctic_WAV/BWC_arctic_a0053,s V d @ n l i h I z f I N g 3` z k_h l o U z d t_h a I t_h l i o U v 3` D @ h { N k_h 3` tS I f,s V d @ l i h I s f I N g 3` s k_h l o U z t_h A t_h l i o U v 3` D @ h { N k_h 3` S I f
L2_arctic_WAV/BWC_arctic_a0054,D E r/ w V z n V T I N A n D V r/ A k_h,d E w V s n O T I N A n D V r/ O k_h
L2_arctic_WAV/BWC_arctic_a0058,a I k_h e I m f O r/ I n f O r/ m e I S @ n m O r/ a U t_h V v k_h j U r/ i A s @ t_h i D @ n E n i T I N E l s,a I k_h E m f O I n f O m e I S @ n m O r/ a U t_h V f k_h j U r/ i A s @ t_h i d @ n E n i T I N E l s
L2_arctic_WAV/BWC_arctic_a0059,h I z I m { k_h j u l I t_h @ p_h I r/ @ n s w O z g O n,h I s I m { k_h u r/ I t_h @ p_h I r/ @ n s w O s g O n
L2_arctic_WAV/BWC_arctic_a0060,E n i w e I n o U w V n s O h 3` l a I k_h D { t_h,E n i w e I n O w V n s O h 3` l a I k_h d { t_h
L2_arctic_WAV/BWC_arctic_a0062,D @ m E n s t_h E r/ d I n t_h u i tS V D 3` z f e I s,d @ m E n s t_h A r/ E I n t_h u i S V D 3` s f e I s
L2_arctic_WAV/BWC_arctic_a0063,j E s I t_h w O z @ m { n h u { s k_h t_h @ s t_h r/ e I n dZ 3`,j E s I w O s @ m { n h u { s k_h t_h @ s t_h r/ e I n Z 3`
L2_arctic_WAV/BWC_arctic_a0064,D @ f O r/ T { n d f I f T d e I z p_h { s t_h w I T a U t_h E n i d I v E l @ p_h m @ n t_h s,d @ f O T { n f I f t_h I d e I s p_h { s t_h w I T a U E n i d I v E l @ m @ n s
L2_arctic_WAV/BWC_arctic_a0065,D e I k_h l o U z d n a U @ n t_h I l h I z f I N g 3` z w 3` l a I k_h k_h O r/ d z V v s t_h i l,d e I k_h l o U z n a U E n t_h I l h I s f I N g 3` s w 3` l i D @ l k_h O r/ d V f s t_h I l
L2_arctic_WAV/BWC_arctic_a0067,S U r/ l i a I w I l I k_h s k_h j u s j u S i k_h r/ a I d,S U r/ l i A w I l I k_h s k_h j u s j u S i k_h r/ a I d
L2_arctic_WAV/BWC_arctic_a0071,h w V t_h w O z D V A b dZ E k_h t_h V v j O r/ l I t_h @ l s E n s e I S @ n,w V w O s err V A b err E k_h V f j O r/ l I t_h @ s E n s e I S @ n
L2_arctic_WAV/BWC_arctic_a0073,D @ p_h r/ @ m o U t_h 3` z a I z w 3` h E v i w I T l I t_h @ l p_h V f i b { g z V n d 3` D E m,d @ p_h O m @ t_h 3` s a I s w @ h E v i w I T l I t_h @ l p_h V f b { g z { n 3` D E m
L2_arctic_WAV/BWC_arctic_a0075,D E r/ h { z b I n @ tS e I n dZ S i I n t_h 3` V p_h t_h I d h I m,d E @ h { z b I N @ tS e I n tS S i I n t_h 3` V p_h t_h h I m
L2_arctic_WAV/BWC_arctic_a0076,D @ g r/ e I a I z f A l t_h 3` d D @ f l V S d i p_h @ n d,d @ g r/ i A s f E l t_h 3` d d @ f l U d i p_h E n d
L2_arctic_WAV/BWC_arctic_a0077,I t_h I z D @ f a I 3` p_h A r/ t_h l i S i s E d,I t_h I s D @ f a I 3` p_h A r/ t_h i S i s E d
L2_arctic_WAV/BWC_arctic_a0078,D E n @ n d { t_h s V p_h 3` h i t_h r/ a I d t_h u f { D @ m h 3`,d E n @ n { s s V p_h 3` h i t_h r/ a I d t_h u f { D @ m h 3`
L2_arctic_WAV/BWC_arctic_a0079,I t_h w O z @ l A r/ dZ k_h @ n u,I t_h w O s @ l A r/ S k_h A n o U
L2_arctic_WAV/BWC_arctic_a0081,h w V t_h I f S i d I d n t_h k_h V m t_h u D V r/ A k_h,h w V t_h i f S i d i d E N k_h V m t_h u r/ A k_h
L2_arctic_WAV/BWC_arctic_a0082,h I z f e I s w V z s t_h r/ i m I N w I T b l V d,h i s f e I s w V s s t_h i m i N w I T b l A d
L2_arctic_WAV/BWC_arctic_a0085,@ t_h r/ I k_h @ l V v f r/ E S b l V d r/ { n o U v 3` h I z f e I s,@ t_h r/ i k_h o U O f f r/ E S b l V d r/ { n o U w 3` h i s f e I s
L2_arctic_WAV/BWC_arctic_a0086,d E T h { d k_h V m w I T t_h E r/ @ b @ l s V d @ n n @ s,d { T h { k_h k_h V m w I T t_h E r/ @ b @ s V d @ n n @ s
L2_arctic_WAV/BWC_arctic_a0088,h i m e I d S U r/ D { t_h D @ m { g @ z i n w O z l o U d I d @ n d r/ i z u m d h I z p_h { d @ l I N,S i m e I d S U r/ d { t_h d @ m { g s i n w O s l O d I d @ n d r/ i s u m d h i s p_h { d @ l i N
L2_arctic_WAV/BWC_arctic_a0089,D @ n a I t_h g l o U w V z t_h r/ E tS 3` @ s t_h u S u t_h b a I,d @ n { t_h g o U w V s t_h r/ i tS 3` @ s t_h u S u t_h b a I
L2_arctic_WAV/BWC_arctic_a0090,D @ s I N I N v O I s @ p_h r/ o U tS t_h r/ { p_h @ d l i,d @ s I N i N w O I s @ p_h r/ o U tS t_h r/ { p_h @ d l i
L2_arctic_WAV/BWC_arctic_a0091,h I z b l V d g r/ u h A t_h w I T r/ e I dZ { t_h D @ T O t_h,h i s b l V d g r/ u h A t_h w I T r/ { tS { t_h d @ T O t_h
L2_arctic_WAV/BWC_arctic_a0092,h i w E n t_h d a U n I n m I d s t_h r/ i m s 3` tS I N D @ S { d o U z V v b o U T S O r/ z,h i w E n t_h d a U n I n m i d s t_h i m s @ tS i N d @ S { d o U s O f b o U T S O r/ s
L2_arctic_WAV/BWC_arctic_a0093,f O r/ @ f U l m I n I t_h h i k_h r/ a U tS t_h @ n d l I s @ n d,f O @ f U m i n i t_h h i k_h r/ a U tS t_h @ n d l I s @ n d
L2_arctic_WAV/BWC_arctic_a0094,h i h { d b E r/ l i E n t_h 3` d D I s w E n h i s O D V g l o U V v @ f a I r/,h i h { d b E r/ l i E n t_h 3` d d i s w E N h i s O d V g l o U O f @ f a I @
L2_arctic_WAV/BWC_arctic_a0095,@ b I g k_h { n v @ s t_h E n t_h w O z D @ f 3` s t_h T I N t_h u k_h V m w I T I n h I z v I Z @ n,@ b i g k_h { n w @ s t_h { n t_h w O s d @ f 3` s t_h T i N t_h u k_h V m w I T i N h i s w i Z @ n
L2_arctic_WAV/BWC_arctic_a0096,p_h 3` h { p_h s S i h { d O r/ E d i m E t_h h 3` f e I t_h @ l I t_h @ l d i p_h 3` I n D V f O r/ @ s t_h,p_h 3` h { t_h s S i h { d O r/ { d i m i t_h h 3` f e I s @ l i t_h @ d i p_h 3` I n d V f O r/ @ s t_h
L2_arctic_WAV/BWC_arctic_a0097,D E n j u k_h { n 3` e I n dZ j 3` s E l f k_h V m f 3` t_h @ b l i @ m V N D i z r/ o U b z I n D @ b o U,d E n j u k_h { n 3` i n tS j 3` s E l f k_h V m f 3` t_h b @ l i @ m V n d i s r/ o U b s I n d @ b o U
L2_arctic_WAV/BWC_arctic_a0098,S { l a I k_h { r/ i j u,S { w a I k_h { r/ i j u
L2_arctic_WAV/BWC_arctic_a0099,@ m { d @ n I N dZ O I p_h a U n d I d I n h I z b r/ e I n,@ m { n d @ n i N dZ O I p_h A n d I d I N h i s b r/ i n
L2_arctic_WAV/BWC_arctic_a0100,j u m V s t_h s l i p_h h i 3` dZ d,j u m A s s l i b S h i 3` tS t_h
L2_arctic_WAV/BWC_arctic_a0101,j u j u w U d n A t_h k_h i p_h D @ t_h r/ u T f r/ V m m i,j u j u U d n A t_h k_h i p_h d @ t_h r/ u T f r/ O m m i
L2_arctic_WAV/BWC_arctic_a0102,h i w I l f A l o U V s s u n,h i w I w f A l o U A s s U n
L2_arctic_WAV/BWC_arctic_a0103,b V t_h D E r/ k_h e I m n o U p_h r/ A m @ s f r/ V m D @ b o U V v D @ k_h @ n u,b V t_h d E r/ k_h e I m n o U p_h r/ A m @ s f r/ V m d @ b o U O f d @ k_h { n o U
L2_arctic_WAV/BWC_arctic_a0104,S i w V z s l i p_h I N V n d 3` h I z p_h 3` t_h E k_h S @ n { z s w i t_h l i { z @ tS a I l d,S i w V z s l i p_h I N { n d 3` h i s p_h 3` t_h { k_h S @ n { s s w i t_h @ l i { s @ tS { w d
L2_arctic_WAV/BWC_arctic_a0105,o U n l i I t_h I z s o U w V n d 3` f @ l s o U O l m o U s t_h I m p_h A s @ b @ l t_h u b I l i v,o U N l i I t_h I z s o U w O N d 3` f @ s o U O m o U s I m p_h A s @ b @ w t_h u b I l i p_h
L2_arctic_WAV/BWC_arctic_a0106,D @ i m o U S @ n w I tS S i h { d s @ p_h r/ E s t_h b 3` s t_h f O r/ T n a U I n @ tS o U k_h I N s A b,d @ i m o U S @ n w i tS S i h { d s @ p_h r/ { s t_h b r/ V s t_h f O r/ T n a U I n d @ S O k_h I N s A b
L2_arctic_WAV/BWC_arctic_a0107,I f j u o U n l i k_h U d n o U h a U a I T { N k_h j u,i f j u o U N l @ i k_h u d n o U h a U a I T { N k_h j u
L2_arctic_WAV/BWC_arctic_a0108,h i w e I d I d I n t_h u D @ E dZ V v D V w O t_h 3` { n d b i g { n s k_h r/ V b I N h I m s E l f,h i w { d I d I n t_h u d @ { dZ O f d V w O t_h 3` { n d b i g { n s k_h r/ V b I N h i m s E w f
L2_arctic_WAV/BWC_arctic_a0109,d u j u n o U D { t_h j u A r/ S e I k_h I N m a I k_h A n f @ d @ n s I n j u,d u j u n o U d { t_h j u A S e I k_h I N m a I k_h O n f @ d @ n I err n j u
L2_arctic_WAV/BWC_arctic_a0111,I n s t_h E d h i dZ O I n d h 3` { n d D e I e I t_h l a I k_h t_h u h V N g r/ i tS I l d r/ @ n,I n s t_h { d h i dZ O I n d h 3` { n d d e I e I t_h l a I k_h t_h u h V N g r/ i tS I w d r/ @ n
L2_arctic_WAV/BWC_arctic_a0112,h i w V z w u n d @ d I n D @ A r/ m,h i w V s w O n d 3` d I n d @ A r/ m
L2_arctic_WAV/BWC_arctic_a0113,a I s @ p_h o U z j u p_h I k_h t_h D { t_h l I N g o U V p_h @ m V N D @ I n d i @ n z,a I s @ p_h o U s j u p_h i k_h t_h d { t_h l I N g o U V p_h @ m V N d @ I n d i @ n s
L2_arctic_WAV/BWC_arctic_a0115,h i h { d n o U I k_h s k_h j u z f O r/ D V f i l I N z w I tS w 3` 3` a U z d I n h I m,h i h { d n o U I k_h s k_h j u s f O r/ d V f i l I N s w i tS w 3` 3` a U z d i N h i m
L2_arctic_WAV/BWC_arctic_a0116,I t_h w V z D @ r/ A n d I v u V v D o U z h u w 3` s t_h r/ a I v I N t_h u w 3` k_h h I z r/ u @ n,i t_h w V s d @ r/ { n d I w u O f d o U s h u w 3` s t_h r/ i v i N t_h u w 3` k_h h i s r/ u @ n
L2_arctic_WAV/BWC_arctic_a0117,S i { d I d w I T dZ E n j @ w @ n s I m p_h @ T i I n h 3` f e I s @ n d v O I s,S i { d I d w I T dZ i n i @ n s I m p_h @ T i i N h 3` f e I s @ n d w O I s
L2_arctic_WAV/BWC_arctic_a0120,m a I r/ a I t_h f U t_h f i l z l a I k_h D { t_h V v @ tS a I n i z d E b j @ t_h A n t_h,m a I r/ a I f u t_h f i w s l a I k_h d { t_h O f @ tS a I n i z d E b j @ t_h E n t_h
L2_arctic_WAV/BWC_arctic_a0121,D e I e I t_h d I n 3` { t_h D @ f I T @ n d r/ E s t_h I d f O r/ t_h u a U r/ z,d e I e I t_h d I n 3` { t_h d @ f I T @ n d r/ { s t_h I d f O r/ t_h u a U r/ s
L2_arctic_WAV/BWC_arctic_a0122,t_h u j I r/ z @ g o U a I g e I v V p_h s I v @ l I z e I S @ n f O r/ D I s,t_h u j I r/ s @ g o U a I g e I v V p_h s I v @ l I s @ n f O d I s
L2_arctic_WAV/BWC_arctic_a0123,S i h { d d a I d f r/ V m k_h o U l d @ n d s t_h A r/ v e I S @ n,S i h { d d a I d f r/ V m k_h o U d @ n d s t_h A r/ w e I S @ n
