,Path,Canonical,Transcript,Error
963,L2_arctic_WAV/MBMPS_arctic_a0098,sh ae l ay k eh r iy y uw,sh ah l ay k aa r iy y uw,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1]"
964,L2_arctic_WAV/MBMPS_arctic_a0099,ah m ae d ah n ih ng jh oy p aw n d ih d ih n hh ih z b r ey n,aa m ae d ah n ih ng jh oy p aw n d ih d ih n hh iy s b r ey n,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]"
965,L2_arctic_WAV/MBMPS_arctic_a0100,y uw m ah s t s l iy p hh iy er jh d,y uw m ah s t ah s l iy p hh iy er jh d,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
966,L2_arctic_WAV/MBMPS_arctic_a0101,y uw w uh d n aa t k iy p dh ah t r uw th f r ah m m iy,y uw w uh d n aa t k iy p dh ah t r uw d f r ah m m iy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1]"
967,L2_arctic_WAV/MBMPS_arctic_a0102,hh iy w ih l f aa l ow ah s s uw n,hh iy w ih l f aa l ow ah s s uw n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
968,L2_arctic_WAV/MBMPS_arctic_a0103,b ah t dh eh r k ey m n ow p r aa m ah s f r ah m dh ah b aw ah v dh iy k ah n uw,b aa t dh eh r k ey m n ow p r aa m ah s f r ah m d ah b aw ah f dh iy k ae n uw,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1]"
969,L2_arctic_WAV/MBMPS_arctic_a0104,sh iy w ah z s l iy p ih ng ah n d er hh ih z p r ah t eh k sh ah n ae z s w iy t l iy ae z ah ch ay l d,sh ih w ah z s l iy p ih n aa n d er hh ih s p r ah t eh k sh ah n ae z s w iy t l iy ae s ah ch ay l d,"[1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
970,L2_arctic_WAV/MBMPS_arctic_a0105,ow n l iy ih t ih z s ow w ah n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v,ow n l iy iy t iy z s ow w ah n d er f ah l s ow ao l m ow s t ih m p aa s ah b ah l t uw b ih l iy v,"[1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
971,L2_arctic_WAV/MBMPS_arctic_a0106,dh iy ih m ow sh ah n w ih ch sh iy hh ae d s ah p r eh s t b er s t f ao r th n aw ih n ah ch ow k ih ng s aa b,d iy ih m ow sh ah n w ih ch sh iy hh ae d s uw p r eh s t b er s t f ao r n aw iy n ah ch ow k ih ng s aa b,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
972,L2_arctic_WAV/MBMPS_arctic_a0107,ih f y uw ow n l iy k uh d n ow hh aw ay th ae ng k y uw,ih f y uw ow n l iy k uh d n n ow hh* aw ay th ae ng k y uw,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
973,L2_arctic_WAV/MBMPS_arctic_a0108,hh iy w ey d ih d ih n t uw dh iy eh jh ah v dh ah w ao t er ae n d b iy g ae n s k r ah b ih ng hh ih m s eh l f,hh iy w ey d ih d iy n t uw dh iy eh ch ah v dh ah w ao t er ae n d b iy g aa n s k r aa b ih ng hh ih m s eh l f,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
974,L2_arctic_WAV/MBMPS_arctic_a0109,d uw y uw n ow dh ae t y uw aa r sh ey k ih ng m ay k aa n f ah d ah n s ih n y uw,d uw y uw n ow d ae t y uw aa r sh ey k ih n m ay k aa n f ah d ah n s ih n y uw,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
975,L2_arctic_WAV/MBMPS_arctic_a0111,ih n s t eh d hh iy jh oy n d hh er ah n d dh ey ey t l ay k t uw hh ah ng g r iy ch ih l d r ah n,ih n s t eh d hh iy jh oy n hh er ah n d dh ey ey t l ay k t uw hh aa ng g r iy ch ih l d r ah n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
976,L2_arctic_WAV/MBMPS_arctic_a0112,hh iy w ah z w uw n d ih d ih n dh iy aa r m,hh iy w ah z w uw n d ih d ih n d iy aa r m,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
977,L2_arctic_WAV/MBMPS_arctic_a0113,ay s ah p ow z y uw p ih k t dh ae t l ih ng g ow ah p ah m ah ng dh iy ih n d iy ah n z,ay s uw p ow s y uw p iy k dh ae t l ih ng g ow aa p aa m ow ng d iy ih n d iy ah n z,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
978,L2_arctic_WAV/MBMPS_arctic_a0115,hh iy hh ae d n ow ih k s k y uw s f ao r dh iy f iy l ih ng z hh w ih ch w er er aw z d ih n hh ih m,hh* iy hh* ae d n ow ih k s k y uw z f ao r dh iy f iy l ih ng s hh w ih ch w er er aw s d ih n hh iy m,"[0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1]"
979,L2_arctic_WAV/MBMPS_arctic_a0116,w ah z ih t dh ah r aa n d ih v uw ah v dh ow z hh uw w er s t r ay v ih ng t ah w er k hh ih z r uw ah n,w ah s ih t d ah r aa n d ih v uw ah v d ow z hh uw w eh r s t r ay v ih ng t ah w er k hh ih s r uw n,"[1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1]"
980,L2_arctic_WAV/MBMPS_arctic_a0117,sh iy ae d ih d w ih dh jh eh n y ah w ah n s ih m p ah th iy ih n hh er f ey s ae n d v oy s,sh iy ae d ih d w ih d jh ih n y ah n s iy m p ah th iy ih n hh er f ey s ae n d v oy s,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
981,L2_arctic_WAV/MBMPS_arctic_a0120,m ay r ay t f uh t f iy l z l ay k dh ae t ah v ah ch ay n iy z d eh b y ah t aa n t,m ay r ay d f uh d f iy l z l ay k dh ae d ah v ah ch ay n iy s d eh b y ah t eh n t,"[1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
982,L2_arctic_WAV/MBMPS_arctic_a0121,dh ey ey t d ih n er ae t dh ah f ih f th ae n d r eh s t ah d f ao r t uw aw er z,dh ey ey d d iy n er ae t d ah f ih f t ae n d r eh s t ah d f ao r t uw aw er z,"[1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
983,L2_arctic_WAV/MBMPS_arctic_a0122,t uw y ih r z ah g ow ay g ey v ah p s ih v ah l ay z ey sh ah n f r er dh ih s,t uw y ih r s ah g ow ay g ey v aa p s ih v ah l ih s ey sh ah n f r er d ih s,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
984,L2_arctic_WAV/MBMPS_arctic_a0123,sh iy hh ae d d ay d f r ah m k ow l d ah n d s t aa r v ey sh ah n,sh iy hh ae d d ay d f r ah m k ow l d ah n d s t aa r v ey sh ah n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
985,L2_arctic_WAV/MBMPS_arctic_a0125,hh iy w ah z d ih t er m ah n d n aw t uw m ey n t ey n ah m ao r s er t ah n hh ow l d ah p aa n hh ih m s eh l f,hh iy w ah s d ih t er m ah n n aw t uw m aa n t ey n aa m ao r s er t ah n hh ow l d aa p ah n hh ih m s eh l f,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
986,L2_arctic_WAV/MBMPS_arctic_a0126,iy ch d ey sh iy b iy k ey m ah m ao r v ay t ah l p aa r t ah v hh ih m,iy ch d ey sh iy b iy k aa m ah m ao r v ay t ah l p aa r t ah v hh ih m,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
987,L2_arctic_WAV/MBMPS_arctic_a0127,ih t w ah z ah t eh m t ey sh ah n b ah t hh iy r iy z ih s t ih d ih t,ih d w ah s ah t eh m t ey sh ah n b ah t hh iy r iy s ih s t ih d ih t,"[1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
988,L2_arctic_WAV/MBMPS_arctic_a0128,dh ih s hh w ah n hh ow p w aa z d ih s t r oy d ae z k w ih k l iy ae z ih t w ao z b ao r n,dh ih s hh w ah n hh ow p w aa z d ih s t r oy d ih ae s k w ih k l iy ae s ih t w ao z b uh r n,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
989,L2_arctic_WAV/MBMPS_arctic_a0129,hh er f ey s w ah z ah g ey n s t hh ih z b r eh s t,hh er f ey s w ah s ah g ey n s t hh ih s b r eh s t,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1]"
990,L2_arctic_WAV/MBMPS_arctic_a0130,sh iy w ah z hh ih z n aw f er eh v er,sh iy w ah s hh iy s n aw f er eh v er,"[1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1]"
991,L2_arctic_WAV/MBMPS_arctic_a0131,p r aa v ah d ah n s hh ae d d ih l ih v er d hh ih m th r uw dh ah m ey l s t r ah m,p r aa v ah d ah n s hh ae s d ih l iy v er d hh iy m th r uw dh ah m ey l s t r ah m,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
992,L2_arctic_WAV/MBMPS_arctic_a0134,hh iy ow b ey d dh ah p r eh sh er ah v hh er hh ae n d,hh iy ow b ey d d ah p r eh sh er ah v hh er hh ae n,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
993,L2_arctic_WAV/MBMPS_arctic_a0136,ah b aw t hh ih m eh v r iy w eh r w er dh iy eh v ah d ah n s ah z ah v l ah g zh er iy ah n d ah v ey jh,ah b aw t hh* ih m eh v r iy w eh r w er dh iy eh v iy d ah n s ah z ah v l ah g dh er iy ah n d ah v ey ch,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
994,L2_arctic_WAV/MBMPS_arctic_a0137,dh eh n hh iy s t eh p t b ae k w ih dh ah l ow k r ay ah v p l eh zh er,d eh n hh iy s t eh p t b ae g w ih d ah l ow k r ay ah v p r eh sh er,"[0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1]"
995,L2_arctic_WAV/MBMPS_arctic_a0139,hh iy t ow l d hh ih m s eh l f dh ae t ae z hh iy w aa sh t hh ih m s eh l f ah n d g r uw m d hh ih z d ih sh eh v ah l d k l ow dh z,hh iy t ow l hh iy m s eh l f ae z hh iy w aa sh t hh iy m s eh l f ah n d g r uw m d hh iy z d ih s sh eh v ah l d k l ow dh z,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
996,L2_arctic_WAV/MBMPS_arctic_a0145,ay hh ae v t ah b iy k eh r f ah l ah v dh eh m ae z dh ey t ih r v eh r iy iy z ah l iy,ay hh ae v t ah b iy k er f ah l ah v d eh m ae z dh ey t iy r v eh r iy iy s ah l iy,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
997,L2_arctic_WAV/MBMPS_arctic_a0148,n aw dh iy z th ih ng z hh ae d b ih n s t r ah k d eh d w ih dh ih n hh ih m,n aw dh iy s th ih ng z hh ae d b ih ng s t ah k d d eh d w ih d iy n hh ih m,"[1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1]"
998,L2_arctic_WAV/MBMPS_arctic_a0154,hh iy w ah z s m uw dh sh ey v ah n ae n d hh ih z hh eh r ae n d ay z w er b l ae k,hh iy w ah s s m uw d sh ey v ah n ae n d hh iy s hh* eh r ae n d ay z w er b l aa k,"[1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]"
999,L2_arctic_WAV/MBMPS_arctic_a0159,dh ey l uh k ae z dh ow hh iy hh ae d b ih n d r ah m ih ng ah p iy ae n ow ao l hh ih z l ay f,dh ey l uw k ae z d ow hh* iy hh* ae d b iy n d r aa m ih ng aa p iy ae n ow ao l hh ih s l ay f,"[1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
1000,L2_arctic_WAV/MBMPS_arctic_a0170,dh eh r w ah z n ah n ah v dh ah jh oy ah v m iy t ih ng ih n hh ih z f ey s,dh eh r w ah s n ah n ah v dh ah jh oy ah v m iy t ih n ih n hh iy s f ey s,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 0, 1, 1, 1]"
1001,L2_arctic_WAV/MBMPS_arctic_a0176,f ao r dh ah f er s t t ay m ih n hh ih z l ay f hh iy w ao z y er n ih ng f ao r ah s k r ae p,f ao r dh ah f er s t t ay m ih n hh ih s l ay f hh iy w ao s y er n ih ng f ao r aa s k r aa p,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]"
1002,L2_arctic_WAV/MBMPS_arctic_a0178,eh v r iy b ow n ih n hh er ey jh d b aa d iy s iy m d b r ow k ah n ao r d ih s l ow k ey t ih d,eh v r iy b ow n iy n hh* er ey ch b aa d iy s iy m d b r ow k ah n ao r d iy s l ow k ey t ih d,"[1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1]"
1003,L2_arctic_WAV/MBMPS_arctic_a0185,dh ah k w eh s ch ah n z m ey hh ae v k ah m v ey g l iy ih n hh ih z m ay n d,d ah k w eh sh ah n m ey hh ae v k ow m v* ey g l iy ih n hh ih s m ay n d,"[0, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
1004,L2_arctic_WAV/MBMPS_arctic_a0191,f ao r ah t ay m dh iy ih k s ay t ih ng th r ih l ah v hh ih z ae d v eh n ch er w ah z g ao n,f ao r ah t ay n dh iy ih k s ay t ih ng th r* iy l ah v hh iy s ae d v eh n ch er w ah z g ao n,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1005,L2_arctic_WAV/MBMPS_arctic_a0198,s ah m t ay m z hh er d r iy m z w er f ih l d w ih dh v ih zh ah n z,s ow m t ay m s hh er d r iy m s w er f iy l d w ih d v ih sh ah n s,"[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 0]"
1006,L2_arctic_WAV/MBMPS_arctic_a0210,ih t s d ay ae m ah t er w ah z n aa t m ao r dh ae n t uw hh ah n d r ih d y aa r d z,ih t s d ay aa m ah t er w ah s n aa d m ao r dh ae n t uw hh* ah n d r ih d y aa r d s,"[1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
1007,L2_arctic_WAV/MBMPS_arctic_a0212,f r eh sh k ey s ih z s t ih l ey b ah l t ah w ao k dh ey k l ah s t er d ah b aw t dh ah s p ow k s m ah n,f r eh sh k ey s ih s w ih l ey b ah l t ah w ao k d ey k l ah s t er d aa b aw d d ah s p ow k m ah n,"[1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 0, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
1008,L2_arctic_WAV/MBMPS_arctic_a0227,ih t w ah z dh ah s ey m w ey w ih dh aw r r ih v aa l v er z ah n d r ay f ah l z,ih d w ah z z ah s ey m w ey w ih d aw r r ih v aa l v er s ah n d r ay f ah l s,"[1, 0, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0]"
1009,L2_arctic_WAV/MBMPS_arctic_a0233,ay n eh v er ah l aw w ah t k ae n t b iy ch ey n jh d t uw ah n oy m iy,ay n eh v er aa l ow w ah t k ae n d b iy ch ey n ch t t uw aa n oy m iy,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1]"
1010,L2_arctic_WAV/MBMPS_arctic_a0254,s t r ey t aw t dh ey s w ae m dh eh r hh eh d z g r ow ih ng s m ao l er ae n d s m ao l er,s t r ey t aw t d ah s w aa m dh eh r hh ae n s g r ow ih n s m ao l er ae n d s m ao l er,"[1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1011,L2_arctic_WAV/MBMPS_arctic_a0260,n ow b aa d iy n y uw hh ih z hh ih s t er iy dh ey ah v dh ah hh uh n t ah l iy s t ah v ao l,n ow b aa d iy n y uw hh iy s s t ao r iy d ey ah v dh ah dh uh n t ah l iy s t ah v ao l,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1012,L2_arctic_WAV/MBMPS_arctic_a0265,dh ah d ih s k ah v r iy s iy m d t ih hh ae v b ih n m ey d ao n dh ah s p er ah v dh ah m ow m ah n t,d ah d ih s k ow v r iy s iy m d t ih hh ae v b ih n m ey d ow n dh ah s p ao r ah v d ah m ow m ah n t,"[0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]"
1013,L2_arctic_WAV/MBMPS_arctic_a0269,dh ae t s w eh r dh ey k ah t ao f dh ah s k aa t ih sh ch iy f s ah n d k ih l d ao l hh ae n z,dh ae t s w er d ey k ah t aa f d ah s k aa t ih sh ch iy v s ah n d k iy l d ao l hh ae n s,"[1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0]"
1014,L2_arctic_WAV/MBMPS_arctic_a0271,n aw p l iy z g ih v ah p l ey n s t ey t m ah n t ah v w ah t ah k er d,n aw p l iy s g iy v ah b l ey n s t ey m ah n t ah v w aa d ow k y er d,"[1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1, 1]"
1015,L2_arctic_WAV/MBMPS_arctic_a0295,ah n d t w eh n t iy m eh n k uh d hh ow l d ih t w ih th s p ih r z ah n d ae r ow z,ah n d t w eh n t iy m eh n k uh d hh ow l d ih t w ih s p ih r s ah n d aa r ow s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0]"
1016,L2_arctic_WAV/MBMPS_arctic_a0298,dh ih s t ae s ih t p r aa m ah s ah v k ah n t ih n y uw d ah k w ey n t ah n s g ey v s ae k s ah n ah l ih t ah l jh oy th r ih l,d iy s t ae s ih t p r aa m ah s ah v k ah n t ih n y uw d ah k w ey t ah n s iy g ey v s ae k s ah n ah l ih t ah l jh oy th r* ih l,"[0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1]"
1017,L2_arctic_WAV/MBMPS_arctic_a0299,ay t eh l y uw ay ey eh m d ih s g ah s t ah d w ih dh dh ih s ah d v eh n ch er t aa m f uw l er iy ah n d r aa t,ay t eh l y uw ay ey eh m d ih s g aa s t ah d w ih d d iy s aa d v eh n ch er t ow m f uw l er iy ah n r aa t,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
1018,L2_arctic_WAV/MBMPS_arctic_a0300,f r ah m m ay er l iy ah s t r eh k ah l eh k sh ah n m ay s l iy p w ah z ah p ih r iy ah d ah v t eh r er,f r ah m m ay eh r l iy ah s t r eh k ah l eh k sh ah n m ay s l iy p w ah s ah p ih r iy ah d ah v t eh r er,"[1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]"
1019,L2_arctic_WAV/MBMPS_arctic_a0303,b ah t dh ey m ey k dh ah m ih s t ey k ah v ih g n ao r ih ng dh eh r ow n d uw ae l ah t iy,b ah t d ey m ey k ah m ih s t ey k ah v ih g n ao r ih n d eh r ow n d uw aa l ah t iy,"[1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1]"
1020,L2_arctic_WAV/MBMPS_arctic_a0320,w ih dh m ay s t r eh ng th ay s l ae m d ih t f uh l ih n t ah r eh d ay z f ey s,w ih dh m ay s t r eh n s ay s l aa m d ih n f uw l iy n t ah r eh d ay s f ey s,"[1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1]"
1021,L2_arctic_WAV/MBMPS_arctic_a0363,ih t ih z n aa t ah n ah t eh m p t t uw s m ae sh dh ah m aa r k ih t,iy t ih s n ow ah n ah t eh m t t uw s m aa sh d ah m aa r k ih d,"[0, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 0, 1, 1, 1, 1, 1, 1, 0]"
